Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!! Prog P17_S
Project ID,19688
HMIS Project Type,6
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,0
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!! Prog Reg13
Project ID,19540
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!! Prog SD2
Project ID,19680
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!! Prog SD3
Project ID,19681
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,"!! Prog, SD"
Project ID,19679
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!HS Prog HS
Project ID,19517
HMIS Project Type,201
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog APR1
Project ID,19508
HMIS Project Type,7
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog APR2
Project ID,19515
HMIS Project Type,2
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog apr63
Project ID,19865
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog Esg
Project ID,19625
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog Imp4
Project ID,19591
HMIS Project Type,12
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog P1 - Street Outreach
Project ID,19541
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog RHY1
Project ID,19593
HMIS Project Type,12
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog RHY17
Project ID,19701
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog RHY2
Project ID,19594
HMIS Project Type,1
Method for Tracking ES,3
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog SPM1
Project ID,19596
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog SPM11
Project ID,19613
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog SPM2
Project ID,19597
HMIS Project Type,8
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog SPM3
Project ID,19598
HMIS Project Type,2
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog SPM4
Project ID,19600
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog SPM5
Project ID,19610
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog SPM7
Project ID,19611
HMIS Project Type,3
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog VA
Project ID,19554
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog VA PSH
Project ID,19555
HMIS Project Type,3
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!!Prog xml4
Project ID,19589
HMIS Project Type,12
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!AHAR NU TH
Project ID,19468
HMIS Project Type,2
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!AHAR PSH 1
Project ID,19476
HMIS Project Type,3
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!HOPWA 1
Project ID,19469
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!HOPWA 2
Project ID,19470
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!HOPWA 3
Project ID,19471
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!HOPWA 4
Project ID,19472
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!HOPWA 5
Project ID,19475
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!HPRP APR Prog 1
Project ID,19474
HMIS Project Type,5
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!HPRP APR Prog 2
Project ID,19480
HMIS Project Type,5
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!HS Dev Prog
Project ID,19466
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!MSK (HOPWA)
Project ID,19587
HMIS Project Type,12
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!MSK (SSVF)
Project ID,19575
HMIS Project Type,12
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!MSK (type HP)
Project ID,19561
HMIS Project Type,12
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!MSK2 (ES)
Project ID,19562
HMIS Project Type,1
Method for Tracking ES,3
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!MSK2 (PATH)
Project ID,19588
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!MSK2 (PH-RR)
Project ID,19567
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog 14
Project ID,19542
HMIS Project Type,8
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog 15
Project ID,19545
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog 2014
Project ID,19557
HMIS Project Type,8
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog 2014 SVF1
Project ID,19570
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,"17962,17973"
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog 2014 SVF2
Project ID,19571
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog 2014C - Pls DO NOT USE
Project ID,19565
HMIS Project Type,6
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,1
Identify the Project ID's of the housing projects this project is affiliated with,"19468,19596"
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog 2014C St - Pls DO NOT USE
Project ID,19566
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog 2014S
Project ID,19559
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog 2014St
Project ID,19560
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog 2014St2 Pls DO NOT USE
Project ID,19568
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog apr17
Project ID,19740
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog apr17_2
Project ID,19747
HMIS Project Type,2
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog BedUt
Project ID,19583
HMIS Project Type,1
Method for Tracking ES,3
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog Hop15
Project ID,19584
HMIS Project Type,12
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog SSVF1
Project ID,19551
HMIS Project Type,12
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog v3
Project ID,19698
HMIS Project Type,251
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!Prog v33
Project ID,19699
HMIS Project Type,251
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!ProgLimited
Project ID,19252
HMIS Project Type,101
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!QA CSBG Prog
Project ID,19368
HMIS Project Type,6
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,0
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!QA HPRP Prog
Project ID,19369
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!QA HPRP Prog 3
Project ID,19371
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!QA HPRP Prog Det
Project ID,19375
HMIS Project Type,5
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,!QA HPRP Prog2
Project ID,19370
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,_QA Ryan Prog
Project ID,19244
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,AA prog
Project ID,17904
HMIS Project Type,2
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,AAA
Project ID,17899
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,America First
Project ID,18886
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,APR Prog
Project ID,17939
HMIS Project Type,3
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Auto Exit Prog Test - 0
Project ID,17925
HMIS Project Type,5
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Bryan's CT-1127 Prog
Project ID,19668
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Bryan's CT1054 Program
Project ID,19667
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Bryan's ProgramType 6
Project ID,19626
HMIS Project Type,6
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,0
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Challenger
Project ID,17956
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,CT-290 Test
Project ID,19665
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,DP (TH Program)
Project ID,19614
HMIS Project Type,2
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,DV Prog
Project ID,17962
HMIS Project Type,10
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Elwyn
Project ID,18988
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,ES - Chronic Homeless PIT
Project ID,19676
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Forward Steps
Project ID,19473
HMIS Project Type,1
Method for Tracking ES,3
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,HIV / AIDS Support
Project ID,19248
HMIS Project Type,9
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Homeless ES 2
Project ID,17955
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Homeless Resource Network
Project ID,17991
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Hope Transitional Housing 
Project ID,17973
HMIS Project Type,2
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,HOPWA SD Prog_Fac
Project ID,17985
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,HOPWA SD Prog_STRMU
Project ID,17986
HMIS Project Type,2
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,HOPWA SD_ProgTen
Project ID,17990
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,HOPWA SuppServ
Project ID,17987
HMIS Project Type,6
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,0
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Program 9.0
Project ID,17909
HMIS Project Type,6
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,0
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Rapid Rehousing- SSVF
Project ID,19544
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,RHY BCP ES
Project ID,19572
HMIS Project Type,12
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,RHY BCP Prevention
Project ID,19573
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,S-Program
Project ID,17900
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Sam's HOPWA
Project ID,19563
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,SD Prog
Project ID,17898
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Self Sufficiency
Project ID,17924
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Shelter Plus Care
Project ID,17959
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,SO - Chronic Homeless PIT
Project ID,19677
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Test APR
Project ID,19590
HMIS Project Type,3
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,SD Enterprises
Organization ID,SDO
Project Name,Youth in Care
Project ID,19253
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,!! SKR Other Type 6
Project ID,19685
HMIS Project Type,204
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,!! SKR Street Outreach Type 4
Project ID,19683
HMIS Project Type,4
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,!!SKR PATH Services Type 6
Project ID,19689
HMIS Project Type,6
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,0
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,LSA 4.16
Project ID,19875
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,LSA 4.27 PSH
Project ID,19871
HMIS Project Type,3
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,LSA 4.27 RRH
Project ID,19872
HMIS Project Type,13
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,LSA 4.40 TC
Project ID,19873
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,LSA TC 4.16
Project ID,19874
HMIS Project Type,
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR (3)
Project ID,19800
HMIS Project Type,3
Method for Tracking ES,
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR 26b
Project ID,19807
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR 27b(1)
Project ID,19778
HMIS Project Type,1
Method for Tracking ES,0
Is the Services Only (HMIS Project Type 6) affiliated with a residential project?,
Identify the Project ID's of the housing projects this project is affiliated with,
Organization Name,Skrylev Industries
Organization ID,SKR
Project Name,SKR APR Q18 (1)
